averageAddedLineCount,averageRemovedLineCount,averageChangedLineCount,averageFileCount,averageCommitCount,averageCommentCount,averageConversationCount,averageReviewerCount,averageApprovalCount,averageParticipationCount,averageTimeFromReviewToMerge,averageResponseTime,averageTimeToApproval,averageLinesChangedPerCommit,participationRate
0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
